Datetime,ms,Level(m),Temp(C)
2022-12-09 16:15:24,0,0.138,5.8
2022-12-09 16:30:24,0,0.143,5.8
2022-12-09 16:45:24,0,0.146,5.8
2022-12-09 17:00:24,0,0.152,5.8
2022-12-09 17:15:24,0,0.154,5.8
2022-12-09 17:30:24,0,0.159,5.8
2022-12-09 17:45:24,0,0.16,5.8
2022-12-09 18:00:24,0,0.166,5.8
2022-12-09 18:15:24,0,0.168,5.8
2022-12-09 18:30:24,0,0.17,5.8
2022-12-09 18:45:24,0,0.169,5.8
2022-12-09 19:00:24,0,0.172,5.8
2022-12-09 19:15:24,0,0.174,5.7
2022-12-09 19:30:24,0,0.176,5.7
2022-12-09 19:45:24,0,0.174,5.7
2022-12-09 20:00:24,0,0.175,5.6
2022-12-09 20:15:24,0,0.175,5.6
2022-12-09 20:30:24,0,0.174,5.6
2022-12-09 20:45:24,0,0.173,5.6
2022-12-09 21:00:24,0,0.171,5.6
2022-12-09 21:15:24,0,0.171,5.5
2022-12-09 21:30:24,0,0.171,5.6
2022-12-09 21:45:24,0,0.17,5.6
2022-12-09 22:00:24,0,0.174,5.6
2022-12-09 22:15:24,0,0.175,5.6
2022-12-09 22:30:24,0,0.173,5.6
2022-12-09 22:45:24,0,0.175,5.6
2022-12-09 23:00:24,0,0.175,5.6
2022-12-09 23:15:24,0,0.175,5.6
2022-12-09 23:30:24,0,0.176,5.6
2022-12-09 23:45:24,0,0.174,5.5
2022-12-10 00:00:24,0,0.174,5.5
2022-12-10 00:15:24,0,0.176,5.5
2022-12-10 00:30:24,0,0.175,5.5
2022-12-10 00:45:24,0,0.175,5.5
2022-12-10 01:00:24,0,0.174,5.4
2022-12-10 01:15:24,0,0.175,5.4
2022-12-10 01:30:24,0,0.176,5.4
2022-12-10 01:45:24,0,0.174,5.4
2022-12-10 02:00:24,0,0.173,5.3
2022-12-10 02:15:24,0,0.176,5.3
2022-12-10 02:30:24,0,0.174,5.3
2022-12-10 02:45:24,0,0.175,5.2
2022-12-10 03:00:24,0,0.174,5.2
2022-12-10 03:15:24,0,0.174,5.2
2022-12-10 03:30:24,0,0.174,5.1
2022-12-10 03:45:24,0,0.176,5.1
2022-12-10 04:00:24,0,0.175,5.1
2022-12-10 04:15:24,0,0.174,5.1
2022-12-10 04:30:24,0,0.175,5.0
2022-12-10 04:45:24,0,0.171,5.0
2022-12-10 05:00:24,0,0.17,5.0
2022-12-10 05:15:24,0,0.169,5.0
2022-12-10 05:30:24,0,0.171,5.1
2022-12-10 05:45:24,0,0.168,5.1
2022-12-10 06:00:24,0,0.169,5.1
2022-12-10 06:15:24,0,0.169,5.2
2022-12-10 06:30:24,0,0.17,5.1
2022-12-10 06:45:24,0,0.17,5.1
2022-12-10 07:00:24,0,0.169,5.1
2022-12-10 07:15:24,0,0.168,5.0
2022-12-10 07:30:24,0,0.169,5.0
2022-12-10 07:45:24,0,0.169,5.0
2022-12-10 08:00:24,0,0.167,5.0
2022-12-10 08:15:24,0,0.168,5.0
2022-12-10 08:30:24,0,0.168,4.9
2022-12-10 08:45:24,0,0.169,4.9
2022-12-10 09:00:24,0,0.168,4.9
2022-12-10 09:15:24,0,0.168,4.9
2022-12-10 09:30:24,0,0.166,4.9
2022-12-10 09:45:24,0,0.169,4.9
2022-12-10 10:00:24,0,0.165,4.8
2022-12-10 10:15:24,0,0.166,4.8
2022-12-10 10:30:24,0,0.167,4.9
2022-12-10 10:45:24,0,0.168,4.9
2022-12-10 11:00:24,0,0.166,4.8
2022-12-10 11:15:24,0,0.166,4.8
2022-12-10 11:30:24,0,0.168,4.9
2022-12-10 11:45:24,0,0.168,4.9
2022-12-10 12:00:24,0,0.167,4.9
2022-12-10 12:15:24,0,0.167,4.8
2022-12-10 12:30:24,0,0.167,4.8
2022-12-10 12:45:24,0,0.167,4.9
2022-12-10 13:00:24,0,0.166,5.0
2022-12-10 13:15:24,0,0.167,5.0
2022-12-10 13:30:24,0,0.169,5.0
2022-12-10 13:45:24,0,0.167,5.0
2022-12-10 14:00:24,0,0.165,5.0
2022-12-10 14:15:24,0,0.164,5.0
2022-12-10 14:30:24,0,0.166,5.1
2022-12-10 14:45:24,0,0.166,5.1
2022-12-10 15:00:24,0,0.167,5.1
2022-12-10 15:15:24,0,0.165,5.1
2022-12-10 15:30:24,0,0.167,5.2
2022-12-10 15:45:24,0,0.167,5.2
