Datetime,ms,Level(m),Temp(C)
2023-03-11 20:00:00,0,0.174,6.7
2023-03-11 20:15:00,0,0.174,6.7
2023-03-11 20:15:00,0,0.174,6.7
2023-03-11 20:30:00,0,0.176,6.7
2023-03-11 20:30:00,0,0.176,6.7
2023-03-11 20:45:00,0,0.176,6.7
2023-03-11 20:45:00,0,0.176,6.7
2023-03-11 21:00:00,0,0.175,6.7
2023-03-11 21:00:00,0,0.175,6.7
2023-03-11 21:15:00,0,0.176,6.7
2023-03-11 21:15:00,0,0.176,6.7
2023-03-11 21:30:00,0,0.174,6.6
2023-03-11 21:30:00,0,0.174,6.6
2023-03-11 21:45:00,0,0.174,6.6
2023-03-11 21:45:00,0,0.174,6.6
2023-03-11 22:00:00,0,0.173,6.6
2023-03-11 22:00:00,0,0.173,6.6
2023-03-11 22:15:00,0,0.174,6.6
2023-03-11 22:15:00,0,0.174,6.6
2023-03-11 22:30:00,0,0.172,6.6
2023-03-11 22:30:00,0,0.172,6.6
2023-03-11 22:45:00,0,0.175,6.6
2023-03-11 22:45:00,0,0.175,6.6
2023-03-11 23:00:00,0,0.173,6.5
2023-03-11 23:00:00,0,0.173,6.5
2023-03-11 23:15:00,0,0.171,6.5
2023-03-11 23:15:00,0,0.171,6.5
2023-03-11 23:30:00,0,0.174,6.5
2023-03-11 23:30:00,0,0.174,6.5
2023-03-11 23:45:00,0,0.172,6.5
2023-03-11 23:45:00,0,0.172,6.5
2023-03-12 00:00:00,0,0.173,6.5
2023-03-12 00:00:00,0,0.173,6.5
2023-03-12 00:15:00,0,0.17,6.4
2023-03-12 00:15:00,0,0.17,6.4
2023-03-12 00:30:00,0,0.17,6.4
2023-03-12 00:30:00,0,0.17,6.4
2023-03-12 00:45:00,0,0.17,6.4
2023-03-12 00:45:00,0,0.17,6.4
2023-03-12 01:00:00,0,0.171,6.4
2023-03-12 01:00:00,0,0.171,6.4
2023-03-12 01:15:00,0,0.172,6.4
2023-03-12 01:15:00,0,0.172,6.4
2023-03-12 01:30:00,0,0.169,6.3
2023-03-12 01:30:00,0,0.169,6.3
2023-03-12 01:45:00,0,0.17,6.3
2023-03-12 01:45:00,0,0.17,6.3
2023-03-12 02:00:00,0,0.172,6.3
2023-03-12 02:00:00,0,0.172,6.3
2023-03-12 02:15:00,0,0.171,6.3
2023-03-12 02:15:00,0,0.171,6.3
2023-03-12 02:30:00,0,0.171,6.3
2023-03-12 02:30:00,0,0.171,6.3
2023-03-12 02:45:00,0,0.172,6.3
2023-03-12 02:45:00,0,0.172,6.3
2023-03-12 03:00:00,0,0.171,6.3
2023-03-12 03:00:00,0,0.171,6.3
2023-03-12 03:15:00,0,0.173,6.3
2023-03-12 03:15:00,0,0.173,6.3
2023-03-12 03:30:00,0,0.169,6.2
2023-03-12 03:30:00,0,0.169,6.2
2023-03-12 03:45:00,0,0.172,6.2
2023-03-12 03:45:00,0,0.172,6.2
2023-03-12 04:00:00,0,0.171,6.2
2023-03-12 04:00:00,0,0.171,6.2
2023-03-12 04:15:00,0,0.171,6.2
2023-03-12 04:15:00,0,0.171,6.2
2023-03-12 04:30:00,0,0.171,6.2
2023-03-12 04:30:00,0,0.171,6.2
2023-03-12 04:45:00,0,0.172,6.2
2023-03-12 04:45:00,0,0.172,6.2
2023-03-12 05:00:00,0,0.17,6.2
2023-03-12 05:00:00,0,0.17,6.2
2023-03-12 05:15:00,0,0.17,6.2
2023-03-12 05:15:00,0,0.17,6.2
